A,C,D,H,I,O,T
young,none,0.0,none,54.4097555394131,45.3336120780944,214.317222390185
adult,mild,0.0,none,80.4554297137368,187.64069056008,415.701069925963
young,none,0.0,none,133.977469456895,60.724404657849,317.25727821991
adult,severe,0.0,none,-5.95467460972863,164.879178019338,278.571883999078
old,none,4.94571637022737,any,1540.02212737839,426.227691811888,2138.12767213759
young,none,0.0,none,123.423775159886,74.2350730537258,331.945347664669
adult,none,4.24997673168078,any,1330.44715508162,173.749906614059,1646.20007543384
young,none,0.0,none,118.280593840566,61.1992781322349,309.280829877398
adult,none,0.0,none,98.4494784677038,205.110539405047,434.314302904368
young,mild,0.0,none,51.0215457602487,57.730180651235,228.579039789393
young,severe,0.0,none,156.540156089051,71.2134831971796,381.330445859308
old,mild,6.08229055156024,any,3452.6711514446,359.222124551227,4025.0116911747
young,none,0.680429586028353,any,292.033221578078,84.2590763226435,500.85885602682
adult,none,5.44918343586575,any,1804.57117125566,183.496098979314,2159.85347557285
adult,none,4.94292510591626,any,1594.0889420514,165.375446714654,1936.40821611409
young,none,0.0,none,127.455354205897,64.7401106989693,304.367425355536
young,none,0.0,none,99.1451757775072,64.6233568193006,292.017905927967
young,none,0.0,none,139.191540741703,53.3712642570971,314.867263151056
adult,none,0.0,none,111.880395136006,156.080246900668,402.758973716154
old,mild,0.0,none,58.6599295730048,367.648282828303,575.547733223153
young,none,0.0,none,66.8187816474916,74.4721651821483,264.770005387982
adult,none,0.0,none,53.2896408212508,184.737084527054,350.130988181617
adult,none,2.83258706189242,any,927.362598762112,188.438282224334,1266.90443068147
adult,none,0.0,none,152.294628069059,189.309169116928,465.96617613795
old,none,6.95313373310796,any,2189.01089561776,327.689704909134,2696.32709360362
adult,none,0.0,none,122.312105921896,166.836954272962,397.534322940257
adult,mild,0.0,none,100.409258733428,181.788296674063,401.320025241146
young,none,0.0,none,98.6499052709108,64.1306417769622,297.855045992443
adult,mild,0.0,none,137.402163722796,194.077769325435,466.54389976528
young,none,0.0,none,50.0357730046351,48.2456705818111,220.405975559444
adult,none,0.0,none,126.252977797092,190.443444962152,447.587722921826
young,mild,0.0,none,178.795916994702,66.3461418454052,363.825155859184
adult,none,0.0,none,88.6004681041908,159.849689432201,378.167024820317
old,mild,0.0,none,-21.0562998835462,395.700793714672,499.964137728491
young,none,0.0,none,103.94751897501,71.4696801660147,302.502935875
adult,mild,0.0,none,60.7191298746488,176.967013961269,380.109201143797
young,none,1.10936013059712,any,387.868449978161,56.4401910021951,562.551363519474
young,none,1.14031334168544,any,459.292607771199,50.9091509060939,637.71315035913
adult,none,0.0,none,84.9910252717734,188.368675874893,395.937265147778
adult,none,0.0,none,103.364440011477,176.44982438742,390.565452382911
adult,none,0.0,none,39.8433909170776,160.20186044039,311.277010496073
adult,none,2.82276957231015,any,952.140879339274,196.24677541762,1295.59064361522
old,none,9.75137265299738,any,3048.34884032958,471.504241268725,3730.08832089194
adult,none,0.0,none,157.109353515444,179.833186352343,461.602217428093
young,none,0.0,none,107.78968726767,59.8141842258713,285.83575268145
adult,none,0.0,none,155.737144666338,167.094778952935,447.827308421785
old,mild,6.01805439610172,any,3410.06661399815,384.8746788255,3995.90916382138
adult,none,4.33122625160959,any,1409.27469094312,176.224598566882,1747.23053710669
adult,none,0.0,none,85.0159349790106,189.818173884165,396.757906632656
old,mild,4.72010786240679,any,2726.94503307858,287.931298063004,3217.02133221282
young,none,0.0,none,167.861040557252,70.7467629585378,375.870833694939
adult,none,1.60101079267104,any,610.577871846541,158.338234750063,894.618346580338
young,mild,1.61459620045922,any,963.485404424743,49.6609803924497,1155.51341048413
adult,none,0.0,none,16.1302254367812,190.40355743994,339.879311234962
old,mild,4.3440598759673,any,2532.47163724862,383.371738260033,3106.60788981816
young,none,0.0,none,97.1154620110664,51.1966667983495,268.993759586205
young,none,0.0,none,96.3433601218121,73.1762862970682,280.017366209103
young,none,0.0,none,56.256069441678,70.0365228153675,251.357101501023
adult,none,0.0,none,116.591446644447,172.239687071133,432.637814667126
young,none,0.0,none,128.282138661552,77.6859635800635,332.169565252527
adult,none,0.0,none,84.6158616608418,150.487006553106,370.618548121394
old,none,0.0,none,77.9452071281979,395.955126260881,618.317233849695
young,none,0.0,none,94.0352169023674,54.0861921964484,262.762208264019
young,none,0.0,none,60.6553195970025,66.8964161543351,261.372405216282
young,none,0.0,none,86.6124644346463,64.4844082222453,264.415589945405
adult,none,3.5095835516066,any,1164.72142657144,150.549586043724,1449.12242582134
young,none,0.0,none,98.4605928750997,77.8162195948711,300.479198182677
old,none,7.57202819696096,any,2361.62467838686,395.420988391286,2957.88316749383
old,mild,0.0,none,43.7254527022097,351.414725566515,513.197119961708
adult,none,0.0,none,128.861519730694,179.799577624989,445.804040704593
adult,mild,0.0,none,118.030242398532,173.243242732444,430.301611927152
young,none,0.0,none,42.7475518347901,44.8099223990434,186.852720619112
old,mild,7.05592354993373,any,3998.48840216607,329.413305779871,4542.74457859233
young,none,0.605105291986606,any,279.859883872437,49.6890279745999,439.259217402119
adult,none,0.0,none,92.4573419855772,204.447759066428,425.989755120786
adult,none,0.0,none,134.395281127434,173.245631314014,443.527436810913
old,none,4.91663728268147,any,1588.91648290725,363.001196117824,2112.01953371412
adult,none,0.0,none,129.49583662212,179.677116087398,441.822501152002
adult,none,0.0,none,40.8729575722306,199.086970557301,380.951725174021
adult,none,0.0,none,86.8546773600637,183.315926049868,416.898288160798
adult,none,3.29858744154357,any,1074.45222069488,182.716099760208,1420.45964145845
adult,mild,0.0,none,95.2625007455733,166.560099624267,398.895367809711
adult,mild,0.0,none,119.929073168382,189.28841639316,425.135270151933
adult,none,0.0,none,90.2240113913423,191.894137178511,436.318673257282
young,none,0.0,none,125.54473072953,49.4364922645213,300.750477508256
young,none,0.0,none,42.5371949099442,66.8220734419518,218.053679907471
adult,none,0.0,none,130.868705618344,161.664638233533,415.736661766136
young,none,0.0,none,76.69750730621,57.0785915641825,267.788791758663
adult,mild,0.0,none,120.519015125316,194.7099574678,464.251889976252
adult,none,0.0,none,94.7182114683238,171.936079569873,392.567956141473
adult,none,4.5095307043062,any,1441.07958918109,211.311838697862,1811.87977175893
old,mild,0.0,none,43.1765158033187,368.28282448507,550.134771125856
young,mild,0.0,none,95.6363011428156,65.5229771488958,281.139611346633
young,none,0.0,none,60.2904417435882,62.6335239240493,242.003836960766
adult,none,0.0,none,84.3893659089214,196.779498302836,438.556607477981
young,none,0.0,none,47.1924211646957,61.332884354637,219.312464881729
adult,none,1.72714329118991,any,617.169008936379,201.856286896698,965.028853654788
young,none,0.0,none,93.4370504508149,58.2455213578306,271.347687685064
young,none,0.0,none,44.3476960118888,72.5089639619031,262.096133059867
old,none,0.0,none,37.6467533122703,362.677076160649,516.037231028982
young,none,0.532802413097645,any,251.803412856372,49.9633443153448,429.59406720165
adult,none,0.0,none,92.7782542264207,186.045310400986,414.416815377133
adult,none,0.0,none,127.958973395522,155.121550436593,409.21470151096
adult,none,0.0,none,81.2472446082762,192.152784160254,418.386334683474
adult,none,0.0,none,75.8794364575079,157.742515362513,369.697479398695
young,none,0.0,none,90.8067851748374,67.7823855682453,296.695333397179
young,none,0.0,none,118.563695488837,73.1551444763963,315.464278494351
young,none,0.0,none,113.870311170392,67.5230882579116,324.276912273596
young,none,0.0,none,117.121095785383,44.9805452418358,278.538785277546
adult,none,0.0,none,109.687226450459,186.301754993227,419.6272807121
young,none,0.0,none,88.5351360487302,57.1208867602901,273.596623822945
young,none,1.09334067245396,any,496.436530556114,51.1202550217526,665.515653866891
adult,none,0.0,none,146.226871230694,204.082696409455,475.046102431226
adult,none,0.0,none,132.923789541281,180.623706066835,432.516842885445
old,none,0.0,none,80.6862850601147,309.145488329341,538.359296563971
young,mild,0.0,none,128.61935133745,59.54089181222,312.809082883052
adult,severe,0.0,none,60.4078485373525,197.74944772633,386.735191230938
old,mild,0.0,none,83.3414063669663,377.959259932574,612.863978092738
adult,none,0.0,none,103.241442405659,196.907125085258,450.047145455433
adult,none,5.37036422781176,any,1743.7634959014,166.806183505154,2082.96674167662
adult,none,0.0,none,123.104967632397,206.516746069398,468.792451826635
young,none,0.0,none,48.3550640857618,73.2267321355434,241.718779767113
adult,none,0.0,none,99.420089779483,193.496254798507,411.51134965445
adult,none,0.0,none,142.797651612206,176.775637217169,456.558961760618
adult,none,3.30656725070479,any,1095.86990470556,185.485047278043,1423.58112004375
young,none,0.516589370742399,any,287.935258483314,58.9910224734455,495.239339442761
young,none,0.0,none,72.7416060104212,51.0386006886009,262.264914859808
adult,none,0.0,none,82.6004914629507,184.198597149062,406.567822398179
young,none,0.0,none,73.5478756453126,69.4375479620627,261.520571986078
adult,mild,0.0,none,89.0435223615002,135.896957791614,338.685750719903
adult,none,2.84494436493292,any,953.368696514088,186.834494592491,1301.7627693407
old,mild,0.0,none,85.3601308221427,410.48888973984,639.717571037169
young,none,0.0,none,89.945433127108,62.0328392984501,282.533201758841
young,none,0.0,none,80.7556625242244,54.9467832972102,258.868321016098
adult,mild,0.0,none,138.979124183462,166.122921513866,438.727010925882
young,none,0.0,none,40.7601510500457,46.3549718760868,230.524992368024
young,none,0.0,none,96.1264031117643,58.4701124298738,287.645061923305
young,severe,0.0,none,40.9331106266361,77.3291710309128,250.18822071892
old,mild,0.0,none,90.8292917030877,398.887550914707,649.683258413009
young,none,0.0,none,96.5931302794255,74.4407126685005,291.929551485011
young,none,0.0,none,135.895247204164,51.5268055671853,311.539137587648
old,mild,0.0,none,118.712894858544,297.16548081325,549.003701894104
young,none,0.0,none,116.425799714281,61.0659204618284,300.147482737546
adult,none,0.0,none,123.885194502794,198.618399355374,454.818140706295
adult,none,0.0,none,98.9034422196897,182.765205562917,405.61189720429
adult,mild,0.0,none,83.2200710662665,153.296166570422,366.999272009902
young,none,0.0,none,126.706485123059,58.3138976161403,288.784946023713
adult,mild,0.0,none,133.143790956424,198.930467592734,469.976829207031
adult,none,0.0,none,50.0053788489236,178.997084960959,361.709302615853
young,none,1.36563860285745,any,545.430002277114,69.5918024359594,743.323201128858
adult,none,0.0,none,37.2053319589658,166.242870856636,353.562357387073
young,none,0.0,none,83.2742581585611,69.2207320890043,267.30771790579
adult,none,0.0,none,74.5142521044121,192.286043481168,376.006628710444
young,none,0.0,none,140.106526272924,61.6526267049812,338.395769601529
old,none,0.0,none,135.692064835035,409.856418603634,682.58379438599
young,none,0.0,none,71.9569276780556,67.0096696743019,260.688510144696
adult,mild,2.07223246975855,any,1263.75629506843,179.048696455051,1585.74151464118
old,mild,0.0,none,124.770843363167,340.573555765477,600.0691113798
adult,none,0.0,none,80.3365853265921,209.849579717865,427.160049838952
adult,none,4.02850687238956,any,1253.7955398032,179.892413056167,1586.19784236495
adult,none,0.0,none,138.72540548264,191.171505577016,475.261903913534
old,mild,6.9714707097916,any,3891.82670966979,387.912609960081,4487.63878053519
adult,mild,0.0,none,139.370667084319,202.244753809122,478.215144442774
old,none,0.0,none,85.613274867247,404.467470122315,633.624055634662
young,none,0.0,none,164.797691939297,60.1787108340597,355.295606335758
old,none,0.0,none,51.1430427251739,315.485989408856,500.282253655392
adult,none,3.36846198455493,any,1091.68420249464,192.621897296907,1435.93153591125
young,none,0.0,none,84.0894560011428,56.235916592439,251.993253904242
adult,mild,0.0,none,91.5317293970671,175.851382522366,386.32907676712
adult,mild,5.23967657107205,any,3049.16849497583,184.438513312166,3425.91219966261
young,none,0.0,none,37.9560953342276,73.005674981802,232.383050321535
adult,none,3.43476587797714,any,1104.64400418911,160.79389717856,1416.30366047223
old,none,0.0,none,60.3643761103166,374.982363395135,595.164390811959
old,mild,0.0,none,154.244556955351,275.089417790042,566.390841364175
young,mild,0.0,none,0.359196996514399,72.5404397544635,199.924589650633
old,severe,6.84583552392241,any,5547.5670847618,409.950119652918,6216.45342039748
young,none,0.0,none,103.146940484456,51.4943072318091,263.412851972335
young,none,0.0,none,166.513125467408,69.9472006548685,355.118528916616
adult,mild,0.0,none,85.6087722484266,167.850247652363,377.033102389855
adult,mild,4.1281598318489,any,2354.80863218286,166.445616898513,2687.75702373883
adult,none,0.0,none,111.810901661289,180.893818126233,434.17090308756
old,mild,0.0,none,33.442592118023,379.290558354201,558.60593773724
young,none,0.0,none,54.9601874508648,59.3864112019099,233.364946309433
young,none,0.682906031953732,any,317.739029775917,65.4733271626549,516.459491667018
young,none,0.828913503186733,any,383.490103887563,46.0715265939895,563.681390141467
adult,none,0.0,none,45.8458485610018,163.977231528047,359.974199182498
adult,mild,0.0,none,-14.9434849931795,187.33204539854,308.316836402706
old,none,0.0,none,54.6431937605127,340.448155305332,544.794872888173
young,none,0.0,none,103.115321400527,70.1067488084619,310.250736983889
adult,severe,0.0,none,72.1239733399686,158.331315396391,374.750361345269
adult,none,0.0,none,84.4361284843461,194.513810884998,403.281873565286
old,none,8.41604052036149,any,2595.27390633967,377.569838937258,3157.13726873901
adult,none,0.0,none,131.520787597995,181.446085148584,430.253111195711
adult,none,1.96322335680584,any,670.966506073118,182.882742833024,992.874859447153
old,mild,0.0,none,140.109777341712,375.568089339694,646.686505561124
old,mild,7.37496098041753,any,4161.31701745874,359.844662539299,4732.20976471762
adult,none,0.0,none,118.126727823399,210.792179357904,451.965400701119
adult,none,0.0,none,106.738259123373,170.00943231869,409.300335453796
young,none,0.0,none,112.27295996142,72.1648909158448,306.109189925814
old,none,0.0,none,95.7722420397179,405.054575110174,651.980642980836
adult,mild,0.0,none,141.1775624674,182.825558708612,458.608809990206
adult,none,4.50795838704848,any,1467.97161155831,153.196831896229,1750.88327021474
young,none,0.0,none,60.8427056207758,58.2741022737496,229.454996470682
young,none,0.0,none,101.690009915525,70.360851421625,293.812451974735
adult,none,5.31717038631448,any,1688.61059955229,148.353381755299,2000.69439184372
young,none,0.0,none,88.0478482353438,60.0527351230263,252.553056221799
young,none,1.68421102484883,any,585.727149850417,63.0313609871085,797.192464585506
adult,none,0.0,none,143.734696496166,155.828601106582,443.75117068901
adult,none,2.98305712845135,any,1012.97792507045,176.411344063255,1340.34573490334
adult,none,0.0,none,150.967964316933,200.360469104098,477.314133372518
old,mild,6.61650305938579,any,3767.29339119688,340.190589744751,4312.40511787541
adult,none,0.0,none,117.241908271443,181.093600205948,445.391085564472
young,none,0.0,none,116.730267335487,54.1338954387899,305.727861570233
adult,none,0.0,none,128.41970685996,194.025871440615,444.274643339316
young,none,0.0,none,78.0271420113618,61.6000220471511,263.790822459272
adult,none,0.0,none,93.9787842622404,197.785871319878,414.74737923407
old,none,1.96384277966556,any,688.171021288037,348.690405465011,1173.70623761752
young,none,0.0,none,123.870084493551,52.6085825505444,321.275795624745
adult,none,0.0,none,45.0316337901327,176.543377579178,351.340470439326
young,none,0.0,none,82.1516907921014,68.7246998129726,265.243866367637
old,mild,9.77518714665617,any,5481.99615391081,344.924090225153,6066.44614453311
young,none,0.0,none,124.049652032331,67.5418626210945,328.144280713038
adult,none,0.0,none,69.958276084101,197.174497271272,390.350682346425
young,severe,0.0,none,131.248311274148,85.7800534796143,330.249424616617
young,mild,0.0,none,66.8780177414361,53.6690879861589,252.768371326043
young,none,0.0,none,80.0643830108098,64.0932704878742,255.75148828737
young,none,0.0,none,85.0632007367553,64.7993277700103,255.417065467259
old,none,0.0,none,107.438084953307,402.092998721007,645.28520038815
old,mild,0.0,none,56.820013204692,388.723712647002,590.466185724701
adult,none,0.0,none,121.36097919019,173.500140424687,424.438430157869
young,none,0.0,none,120.766843379013,53.0801958450174,297.87768321797
adult,none,0.0,none,146.960370923054,146.153483652548,423.142091244687
adult,none,0.0,none,126.426160833303,148.586369398138,398.478878565968
old,mild,7.41124934375096,any,4207.40799611727,369.872526514691,4784.85495990815
young,none,0.0,none,53.636810143175,66.7712756912412,241.66874236398
young,none,0.0,none,130.003044578873,61.213049641074,302.085856955672
old,severe,0.0,none,154.288743202858,362.0110346331,663.457286947807
young,none,0.0,none,104.704982687454,57.5249619625755,291.835377517281
adult,none,0.0,none,110.342927034407,184.662963003916,418.871344756872
young,none,1.14853367929662,any,427.534656431569,67.1457550131095,621.956446757562
adult,none,0.0,none,24.4832802073156,156.702499518758,305.455766211712
young,none,0.0,none,72.5007640185909,46.2522094716826,246.569093947562
old,mild,0.0,none,99.5197326224618,362.711515967333,591.321142190696
young,none,0.0,none,77.9294916925876,72.9984899237843,276.873433166519
young,none,0.0,none,100.577994401286,67.5525927876662,295.830272001063
adult,none,0.0,none,120.582240626237,171.414951336574,434.151068954438
old,mild,7.181488184159,any,4097.41395482064,310.204450308593,4609.70040351903
young,none,0.0,none,68.5687089978823,56.5273424880161,264.011668469581
adult,none,0.0,none,90.0448736844045,194.047188289128,424.142384032163
young,none,0.0,none,37.3441679009291,66.0864591621101,222.728354724268
adult,none,3.26957753937287,any,1092.03365496162,191.188965341407,1437.0362319684
adult,none,0.0,none,119.937164840023,160.074089699749,424.845099935827
adult,none,0.0,none,73.8120340417151,203.570018030968,408.875924584819
old,mild,0.0,none,-14.3234262264004,378.905914093807,502.225252528231
old,none,0.0,none,77.2755006373363,332.493214881647,562.90762989308
young,none,0.0,none,87.8113409887194,78.2681661067127,294.568412914357
young,none,0.0,none,95.5229147264501,54.8635553885105,284.039355798015
adult,none,0.0,none,127.330562882165,165.688833837417,433.694040433681
adult,none,4.64174641598857,any,1549.36454180944,174.458493762986,1873.73729160911
adult,mild,0.0,none,122.622086405621,201.617367976431,450.307013479372
young,none,0.0,none,89.4849680909737,57.5304460212214,268.200334798373
adult,none,3.39027790464156,any,1166.60260180219,188.220127178844,1520.13330541492
old,none,0.0,none,139.56717875399,341.762719375047,622.363307584601
adult,mild,0.0,none,7.47498525521286,157.764969296821,297.094891970461
young,severe,0.0,none,237.317409329532,57.3393011143546,405.135594428208
adult,none,0.0,none,86.9862980214058,178.530827944939,398.82562036902
young,mild,0.0,none,97.7415280098202,55.3091708097818,283.442675173709
adult,none,0.0,none,92.5390856412638,157.953732949524,376.738248923568
young,none,0.0,none,96.4511401897712,59.4915868266888,260.136015741775
young,severe,0.0,none,81.4019384750676,37.0312103757932,255.419264314012
old,mild,0.0,none,115.358828759551,367.092407465543,630.341950959806
young,none,0.0,none,116.018745492504,57.4176479673177,285.862930873307
adult,mild,0.0,none,127.013636171149,208.672128550914,473.430656049861
young,none,0.0,none,118.89112472242,54.1991870381017,301.186207786707
old,severe,0.0,none,89.6069185377976,420.585956588276,654.432817787569
old,none,7.58773303918166,any,2395.58848568489,275.193067854632,2843.58555095945
adult,none,3.27721980916163,any,1073.43556133826,162.034389736519,1392.08493087678
adult,none,4.68023269268518,any,1464.0165780711,177.137772402831,1806.54048897718
adult,none,5.14750405631555,any,1628.5029494496,176.154234317847,1959.84766797359
young,none,0.0,none,88.634487609607,47.5831414013378,255.992965407602
young,none,0.0,none,98.98514769059,55.5050771620355,267.875771423849
adult,none,0.0,none,106.342363334379,163.843263133713,401.037420541463
young,mild,0.0,none,69.4602103073068,60.4112461552868,248.886325930915
young,none,0.0,none,117.894609857538,63.3415339084363,296.859671847855
adult,none,4.50847044152407,any,1508.3547341951,154.217538964413,1833.66488059261
adult,none,0.0,none,74.3787728124114,193.90563181389,405.930443845182
young,none,0.0,none,123.301439654107,67.4899739439897,307.076585412607
old,mild,0.0,none,123.963185654278,311.630398832774,568.783634005501
young,none,0.0,none,82.7556297540719,77.3970789290442,283.411284860113
adult,none,2.45397521017871,any,835.066938160042,160.351236698453,1129.75011666837
old,mild,0.0,none,114.093790794214,295.141038521116,552.011066372503
old,none,0.0,none,79.5701862009824,471.762073189939,684.752371194871
adult,none,0.0,none,164.857114589338,158.108622787776,458.040938366407
adult,none,0.0,none,117.530827069949,172.64497477291,418.181416872573
old,none,5.31304317697777,any,1722.20547698518,351.066023607603,2241.70543590425
old,none,4.95216754624255,any,1567.63434069168,382.100531616575,2103.73715823089
adult,mild,0.0,none,152.487307874288,192.585933243051,479.519088410401
young,none,0.0,none,121.077007106391,49.9455351360137,296.023241745195
adult,none,4.94324443698871,any,1558.40486659329,180.957346489103,1892.76399353918
old,mild,0.0,none,81.8902270688614,277.064931760691,507.536353213671
adult,none,0.0,none,72.4986159921002,177.675678815108,372.830585363164
adult,none,0.0,none,141.840556231562,200.091704997714,470.696158286226
young,none,0.0,none,97.2064761532192,69.9853422612957,293.359956868019
old,mild,0.0,none,173.654478671509,321.29154017074,634.925453990997
adult,none,0.0,none,120.488784527582,171.503091739117,415.728408016094
adult,none,0.0,none,107.698408246868,141.791029797801,379.164308956654
young,none,0.0,none,52.4177133251999,58.0176045394217,231.074249657038
old,none,0.0,none,86.0145434848371,312.955117723788,536.304745271541
old,mild,0.0,none,137.792373140916,427.022296735371,709.969103438678
young,mild,0.0,none,192.249196169271,42.5522411046525,362.74415761692
young,none,0.0,none,169.746763399409,47.8887720744113,340.960158161441
young,none,0.0,none,142.763686445399,65.9493694231314,329.994912508349
adult,mild,0.0,none,55.8210989061203,175.803468251324,358.260877692115
adult,mild,0.0,none,115.352412962467,160.390727872732,403.614021740918
young,none,0.0,none,94.5179809364834,50.4590260738592,272.793248708226
young,none,0.0,none,98.41879617307,57.370334815376,259.89217133612
adult,none,0.0,none,110.466391089867,179.50844409736,419.86983038845
adult,none,0.0,none,112.958685311326,173.377886338947,409.287720722191
young,none,0.0,none,76.8644795353224,50.2543305216338,251.880472815584
young,none,0.0,none,118.192028339156,53.4267998862187,283.167516944621
adult,none,0.0,none,121.442764409044,192.648629569479,466.151446640695
young,none,0.0,none,85.5880122332791,56.9193152029251,283.429156976377
adult,none,0.0,none,90.1693316683089,187.823268185215,412.52015883431
adult,none,0.0,none,81.9109211623115,206.615369485866,418.654408927066
adult,mild,0.0,none,75.0926934084627,197.198757156256,404.434183781964
old,mild,6.78234123331875,any,3795.26924613618,396.921950037538,4414.09449368942
young,none,1.36972337508457,any,489.082305285446,58.3861352564756,680.166952290435
old,mild,7.68673703279259,any,4356.59850324033,318.768608773117,4904.0069210368
adult,mild,0.0,none,202.130823237758,174.85774476505,515.576158793853
adult,severe,0.0,none,-24.3492990409299,181.905198964874,295.350136128702
young,none,0.0,none,88.8332340419614,60.770766155604,280.845890893888
adult,mild,0.0,none,133.84065008532,196.661603449091,456.152699888513
adult,none,0.0,none,81.9477979181036,186.705289957269,379.370789251407
adult,none,0.0,none,138.425424335053,175.298114736298,440.421358992818
old,none,0.0,none,169.14923647853,408.655712551923,715.561829003068
old,none,0.0,none,94.838771990019,332.898680643944,567.57790983389
adult,mild,0.0,none,89.7758056623117,214.280644349177,427.693034198183
adult,severe,5.20007330324148,any,4139.11420353025,174.958064977257,4517.40283311059
adult,none,0.0,none,84.3926873317979,205.070537946506,426.347345464654
young,none,0.0,none,126.367522430976,45.5684679781434,306.585056318473
adult,none,0.0,none,115.518480597611,216.001165867426,455.731625288232
young,none,0.0,none,117.535248863596,50.4839566603678,299.716435499435
old,none,0.0,none,57.6634800297361,415.971290723191,612.648487228184
adult,none,0.0,none,60.4562802031709,161.363513139936,346.144096744158
adult,none,5.24772964135456,any,1638.22923775887,176.951458960054,1984.44134861584
adult,none,0.0,none,74.5856053437043,161.666715452928,362.168012475127
adult,mild,0.0,none,94.3330671575074,181.935958585601,410.194190285047
old,none,0.0,none,99.3558885085085,432.503481789009,683.806291669355
young,none,0.0,none,107.226746793177,58.307079010259,316.742765812905
old,none,0.0,none,79.5058219243991,345.453295626741,562.752017012035
adult,none,0.0,none,116.143694058581,208.632616625709,453.920651203918
young,none,0.0,none,51.2080135095008,64.9042133189032,239.568869604469
young,none,0.0,none,76.2141640541748,51.7048470891214,257.768971473481
old,none,6.11334067169097,any,1907.99502955146,346.338544885151,2428.75076344362
young,none,0.0,none,86.3578735814085,47.4423026658073,264.108136159185
young,severe,0.0,none,112.135741879999,51.0328892735202,290.647711893611
old,none,7.80057874294976,any,2409.23364799817,334.498696138646,2920.8291397591
young,none,0.0,none,131.056843292255,53.6174762245301,307.659221044035
young,none,0.0,none,84.495552452536,80.1089322057707,290.991799559982
old,none,0.0,none,130.640858492281,353.803756694364,618.816579934715
old,mild,0.0,none,163.813386598498,430.702898444671,741.116012386677
young,none,0.0,none,123.15812733674,54.8930448912266,306.215544056599
young,none,0.0,none,95.0324245799346,63.5696798234166,283.905438590468
adult,none,0.0,none,99.3331100749418,173.186418041943,383.636591328293
old,none,0.0,none,60.1118068576824,294.986666869645,484.430650813086
young,none,0.0,none,130.303117692422,58.8688313384721,305.547543382822
young,none,0.0,none,63.1918003928556,59.4630795076807,246.347621453705
adult,none,0.0,none,102.637950602492,146.93265828522,378.026140330494
young,none,0.0,none,45.9974704613374,64.2515084058161,240.186956574469
young,none,0.0,none,93.6470717780353,54.073448013038,273.451605504209
adult,none,4.00701576795643,any,1336.25197219919,180.592622974099,1678.95400161114
young,none,0.0,none,26.3448069830783,44.465348595523,189.934771867186
adult,mild,0.0,none,81.1230169464509,178.75146237709,397.523990698443
young,none,0.0,none,112.389465968186,57.9398349689536,303.98853490305
adult,severe,0.0,none,55.8060122384649,183.116096769115,370.482504947146
young,none,0.0,none,154.967862409238,53.639507949277,321.966698451695
old,mild,0.0,none,56.7349162405909,361.990195652982,568.500903070172
young,none,0.0,none,119.550958966782,33.8568050398421,286.090961344287
adult,none,0.0,none,98.5284627213083,192.865784484667,436.467406173042
young,none,0.0,none,102.571936651855,56.6494802201324,298.164828411613
young,none,0.0,none,136.752293069438,65.9378238757759,333.465368484461
adult,none,0.0,none,106.206710710503,208.682843155107,451.095354624513
young,none,0.0,none,93.8534843434376,47.5731935191285,261.671163986984
adult,none,0.0,none,81.9556641329915,166.253115403701,357.795548910106
old,none,6.45699017370084,any,2021.58890185126,382.471095688247,2572.53504701342
young,none,0.0,none,91.9999902865545,60.9011272364728,272.72185180663
adult,severe,0.0,none,308.966164758722,180.346994840695,625.621451415674
adult,none,0.0,none,60.9474397596785,147.022046162899,364.027882264639
adult,severe,0.0,none,82.6464797091193,200.036286710356,412.015191310894
adult,severe,3.09586671178643,any,2612.09210422157,161.987986890934,2956.41295083196
young,none,0.0,none,96.1792263071441,66.9130636242153,299.13767435474
adult,none,4.1154993216568,any,1369.95094028222,187.814999570104,1729.86145128158
adult,none,0.0,none,88.7176904429919,182.063724564577,418.539972993516
young,severe,0.0,none,-43.1469510641994,45.8204916284279,127.426413947729
adult,severe,0.0,none,150.496488366819,117.010399610238,402.305338416656
old,mild,9.56925915574319,any,5425.42354596197,329.74030524306,6003.68765464196
young,none,0.0,none,132.115052453798,57.6921958935208,324.749862108481
young,none,0.0,none,76.996531813291,60.1157544973832,262.724277515127
adult,mild,3.58237376718927,any,1993.82324260728,177.721071879196,2341.6274163481
adult,none,3.70424036846583,any,1223.49101061421,148.106492089167,1521.15467309962
young,none,0.0,none,77.5238498950231,40.9832613088659,254.491500567235
young,none,0.0,none,101.849044819607,56.7139693023348,274.779883405695
adult,none,0.0,none,119.750513488455,218.910138617527,465.97164834769
old,none,0.0,none,66.1720518501292,391.795412892034,609.665425167528
adult,none,0.0,none,84.5738535962196,161.510411771929,382.581275611363
adult,none,3.6186787643945,any,1195.29115901923,160.778595671728,1504.62719547064
young,none,0.0,none,133.96264999937,78.8316117630754,326.153382842784
young,none,0.0,none,41.7503792274667,49.4729657604205,208.152980453121
adult,none,0.0,none,142.714360286193,163.402746474591,431.687741010368
young,mild,0.926942091350167,any,568.955228135884,58.5499722730316,766.15187185538
young,none,0.0,none,130.572753531847,38.5074653395441,294.225356231862
old,none,0.0,none,70.8402375485902,345.16713386985,554.7111830566
adult,none,0.0,none,113.931375226207,173.392612506659,414.389693281676
adult,mild,2.53363647595916,any,1487.03798698739,180.829779491806,1823.77256572292
adult,none,0.0,none,41.6608298020279,124.881942211147,281.467783183774
adult,none,0.0,none,99.9232113688667,179.732179033638,413.139906607894
