,N0_7muVerMo,SubjVertMo,QGVertMotion,CombVerMo,AreaMeso_ALS,SatContMoist,RaoContMoist,CombMoisture,AreaMoDryAir,VISCloudCov,IRCloudCover,CombClouds,CldShadeOth,AMInstabMt,InsInMt,WndHodograph,OutflowFrMt,MorningBound,Boundaries,CldShadeConv,CompPlFcst,CapChange,LoLevMoistAd,InsChange,MountainFcst,Date,Scenario,ScenRelAMCIN,MorningCIN,AMCINInScen,CapInScen,ScenRelAMIns,LIfr12ZDENSd,AMDewptCalPl,AMInsWliScen,InsSclInScen,ScenRel3_4,LatestCIN,LLIW,CurPropConv,ScnRelPlFcst,PlainsFcst,N34StarFcst,R5Fcst,Dewpoints,LowLLapse,MeanRH,MidLLapse,MvmtFeatures,RHRatio,SfcWndShfDis,SynForcng,TempDis,WindAloft,WindFieldMt,WindFieldPln
2498,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,PC,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Weak,Marked,LittleChange,LittleChange,StrongPos,Increasing,SVR,May15_Jun14,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Stability,Average,Average,ACEFK,PartInhibit,Moderate,Strong,K,XNIL,XNIL,SVR,Other,Steep,Average,CloseToDryAd,MarkedUpper,Other,E_W_N,SigPositive,Moving,NWQuad,Westerly,DenvCyclone
3350,Neutral,Neutral,Down,Down,Down,VeryWet,Wet,Wet,Neutral,PC,PC,Clear,Clear,None,None,Westerly,None,None,None,None,LittleChange,LittleChange,WeakPos,Increasing,XNIL,Jul16_Aug10,C,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Instability,LessUnstable,MoreUnstable,ACEFK,Stifling,Weak,None,C,SIG,SIG,SIG,LowAtStation,Steep,Dry,CloseToDryAd,MarkedUpper,MoistMDryL,E_W_S,NegToPos,QStationary,AllElse,Westerly,LongAnticyc
517,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,Wet,Wet,Wet,Clear,PC,PC,Clear,None,None,Other,None,Weak,Weak,None,LittleChange,LittleChange,Neutral,Decreasing,XNIL,Jun15_Jul1,D,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,Average,D,None,Moderate,Strong,D,SIG,SIG,SIG,LowMtsHighPl,CloseToDryAd,Dry,CloseToDryAd,StrongFront,DryMMoistL,None,PosToNeg,Other,SWQuad,Westerly,DenvCyclone
1747,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Wet,Wet,VeryWet,Clear,PC,Clear,PC,Weak,Strong,StrongWest,Weak,Weak,Weak,Marked,LittleChange,LittleChange,WeakPos,Increasing,SVR,May15_Jun14,B,AB,Stifling,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,Average,Average,B,Stifling,Moderate,Moderate,B,XNIL,XNIL,SVR,LowNHighS,Stable,VeryMoist,Steep,NoMajor,DryMMoistL,None,LittleChange,Other,LV,Westerly,DenvCyclone
4652,Neutral,StronUp,WeakUp,StrongUp,StrongUp,Wet,Neutral,Wet,VeryWet,PC,Clear,PC,Cloudy,None,Weak,DCVZFavor,None,Weak,Strong,Some,LittleChange,LittleChange,Neutral,Increasing,XNIL,May15_Jun14,C,CThruK,Stifling,Average,Average,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,Stifling,Moderate,None,C,XNIL,XNIL,XNIL,LowEvrywhere,Steep,Average,CloseToDryAd,StrongFront,MoistMDryL,None,SigPositive,Other,SWQuad,Westerly,LongAnticyc
3732,Neutral,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Dry,Dry,PC,PC,PC,PC,Weak,Weak,Westerly,Weak,None,Weak,Some,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul2_Jul15,D,CThruK,Stifling,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,PartInhibit,Moderate,Slight,D,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Average,Steep,OtherRapid,Other,DryLine,PosToNeg,Other,NWQuad,LVorOther,WidespdDnsl
668,WeakUp,Neutral,Neutral,WeakUp,WeakUp,Neutral,Neutral,Neutral,Wet,Clear,Clear,Clear,Clear,Strong,Strong,Other,Weak,None,None,None,LittleChange,LittleChange,Negative,Decreasing,SIG,Jul16_Aug10,D,CThruK,None,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,D,PartInhibit,Moderate,Slight,D,XNIL,XNIL,SIG,LowMtsHighPl,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,MoistMDryL,DryLine,PosToNeg,None,NWQuad,Westerly,SEQuad
4059,Neutral,StronUp,StrongUp,StrongUp,StrongUp,Wet,Dry,Dry,Wet,PC,PC,PC,PC,None,None,DCVZFavor,None,None,None,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,May15_Jun14,G,CThruK,Stifling,MoreThanAve,MoreThanAve,G,N1GtLIGt_4,Stability,Average,MoreUnstable,GJ,Stifling,Unfavorable,None,G,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,DryLine,PosToNeg,None,LV,Westerly,DenvCyclone
3026,Down,StronUp,Down,Down,Down,Neutral,VeryWet,Neutral,Dry,Clear,PC,PC,Clear,Weak,Strong,Other,Weak,None,None,None,LittleChange,LittleChange,Neutral,Decreasing,SIG,Aug20_Sep15,E,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,None,E,XNIL,XNIL,SIG,LowSHighN,CloseToDryAd,Dry,ModerateOrLe,OtherRapid,Other,E_W_N,SigPositive,None,SWQuad,Westerly,LV
4932,Neutral,Neutral,StrongUp,WeakUp,WeakUp,VeryWet,VeryWet,VeryWet,VeryWet,PC,Clear,PC,PC,Weak,Weak,StrongWest,Strong,Weak,Weak,Some,DecCapIncIns,Decreasing,WeakPos,LittleChange,SIG,Aug20_Sep15,B,AB,None,LessThanAve,LessThanAve,ABI,LILt_8,Instability,MoreUnstable,MoreUnstable,B,Stifling,Strong,None,B,XNIL,XNIL,SIG,HighEvrywher,Stable,Average,CloseToDryAd,NoMajor,DryMMoistL,DenvCyclone,PosToNeg,QStationary,LV,Westerly,DenvCyclone
3286,Neutral,WeakUp,Down,Neutral,Neutral,Neutral,VeryWet,Neutral,Neutral,PC,PC,PC,PC,Strong,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Negative,Decreasing,SIG,Aug20_Sep15,J,CThruK,PartInhibit,LessThanAve,LessThanAve,CDEJ,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,GJ,PartInhibit,Unfavorable,None,J,XNIL,XNIL,SIG,LowMtsHighPl,ModerateOrLe,Average,CloseToDryAd,NoMajor,Other,DryLine,PosToNeg,None,LV,LVorOther,LV
2650,WeakUp,Neutral,Down,Down,Down,Neutral,Wet,Neutral,Dry,PC,PC,PC,PC,None,None,Westerly,None,None,None,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Jul16_Aug10,C,CThruK,TotalInhibit,MoreThanAve,LessThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,Average,ACEFK,None,Moderate,Moderate,C,XNIL,XNIL,XNIL,LowAtStation,CloseToDryAd,Dry,CloseToDryAd,NoMajor,Other,E_W_N,LittleChange,Other,AllElse,LVorOther,LV
4453,WeakUp,Neutral,StrongUp,WeakUp,WeakUp,VeryWet,Dry,Neutral,Neutral,Clear,PC,Clear,Clear,None,None,DCVZFavor,None,None,None,None,DecCapIncIns,Decreasing,StrongPos,Increasing,XNIL,Jun15_Jul1,H,CThruK,PartInhibit,Average,LessThanAve,H,N1GtLIGt_4,Instability,Average,Average,HI,PartInhibit,Strong,Strong,H,XNIL,XNIL,XNIL,HighEvrywher,Stable,Dry,Steep,MarkedUpper,Other,MovingFtorOt,SigNegative,Moving,NWQuad,Westerly,E_NE
3192,Down,Down,Neutral,Down,Down,Dry,Neutral,Dry,Dry,PC,Clear,PC,PC,None,None,Other,None,None,Weak,None,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,Jul16_Aug10,C,CThruK,PartInhibit,Average,Average,CDEJ,N1GtLIGt_4,Instability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,None,C,SVR,SVR,SVR,Other,Steep,Dry,CloseToDryAd,NoMajor,Other,E_W_S,NegToPos,None,LV,Westerly,LongAnticyc
2124,WeakUp,StronUp,Down,Neutral,Neutral,VeryWet,Neutral,VeryWet,VeryWet,Cloudy,PC,Cloudy,Cloudy,Weak,Weak,DCVZFavor,Weak,Strong,Strong,Some,IncCapDecIns,Increasing,WeakPos,LittleChange,SIG,Aug20_Sep15,J,CThruK,PartInhibit,MoreThanAve,MoreThanAve,CDEJ,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,GJ,PartInhibit,Moderate,None,J,SIG,SIG,SIG,LowSHighN,Steep,Average,ModerateOrLe,NoMajor,Other,DryLine,LittleChange,Other,LV,LVorOther,LV
3375,Down,WeakUp,Neutral,Neutral,Neutral,VeryWet,Wet,VeryWet,Wet,PC,Clear,Clear,Clear,None,Weak,Westerly,Weak,Weak,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,Aug20_Sep15,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,None,Moderate,Strong,B,XNIL,XNIL,XNIL,LowSHighN,Steep,Average,Steep,NoMajor,DryMMoistL,E_W_S,PosToNeg,Other,NWQuad,LVorOther,DenvCyclone
3392,Neutral,WeakUp,Neutral,WeakUp,WeakUp,VeryWet,Neutral,Wet,Neutral,PC,Clear,Clear,Clear,Strong,Strong,Westerly,Weak,None,Weak,Marked,LittleChange,LittleChange,Neutral,LittleChange,XNIL,May15_Jun14,A,AB,Stifling,MoreThanAve,MoreThanAve,ABI,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Strong,Slight,A,SVR,SVR,SVR,LowEvrywhere,ModerateOrLe,VeryMoist,ModerateOrLe,StrongFront,Other,E_W_S,PosToNeg,Other,SWQuad,Westerly,SEQuad
3485,StrongUp,WeakUp,Neutral,WeakUp,WeakUp,Neutral,Dry,Dry,Neutral,PC,PC,Clear,PC,Strong,Strong,DCVZFavor,Weak,Strong,Strong,Some,DecCapIncIns,Decreasing,WeakPos,Decreasing,SIG,Aug20_Sep15,A,AB,PartInhibit,Average,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,ACEFK,None,Moderate,Strong,A,XNIL,XNIL,SIG,LowEvrywhere,Stable,VeryMoist,Steep,MarkedUpper,DryMMoistL,DenvCyclone,NegToPos,Moving,AllElse,Westerly,DenvCyclone
759,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,Neutral,Neutral,Neutral,PC,PC,PC,PC,None,None,StrongWest,None,Strong,Strong,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,May15_Jun14,G,CThruK,PartInhibit,Average,LessThanAve,G,N5GtLIGt_8,Instability,Average,Average,GJ,PartInhibit,Weak,None,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,OtherRapid,Other,None,LittleChange,None,SWQuad,Westerly,LV
3379,Neutral,Neutral,WeakUp,Neutral,Neutral,Wet,Dry,Neutral,Dry,Clear,Clear,Clear,Clear,None,Weak,Other,None,Weak,Weak,None,IncCapDecIns,Increasing,Negative,Increasing,XNIL,Aug20_Sep15,H,CThruK,Stifling,Average,MoreThanAve,H,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,HI,None,Moderate,Strong,H,XNIL,XNIL,XNIL,LowAtStation,Stable,Average,CloseToDryAd,NoMajor,Other,Other,SigPositive,Moving,LV,LVorOther,E_NE
4440,Neutral,Neutral,WeakUp,Neutral,Neutral,Dry,VeryWet,Neutral,Neutral,Clear,PC,PC,PC,Strong,Strong,Westerly,Strong,None,Weak,Some,LittleChange,LittleChange,WeakPos,LittleChange,XNIL,Jul2_Jul15,B,AB,None,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Stability,LessUnstable,LessUnstable,B,PartInhibit,Weak,None,B,XNIL,XNIL,XNIL,LowAtStation,Steep,Dry,ModerateOrLe,NoMajor,Other,MovingFtorOt,LittleChange,Other,SWQuad,LVorOther,DenvCyclone
2526,StrongUp,Neutral,StrongUp,StrongUp,StrongUp,Dry,Wet,VeryWet,VeryWet,PC,Cloudy,PC,PC,Weak,Strong,Westerly,Weak,Weak,Weak,None,DecCapIncIns,Decreasing,WeakPos,Decreasing,XNIL,Jul16_Aug10,C,CThruK,TotalInhibit,MoreThanAve,Average,CDEJ,N5GtLIGt_8,Neutral,LessUnstable,LessUnstable,ACEFK,PartInhibit,Moderate,None,C,XNIL,XNIL,XNIL,LowNHighS,Steep,Average,ModerateOrLe,MarkedUpper,Other,None,NegToPos,Moving,LV,LVorOther,WidespdDnsl
4858,WeakUp,StronUp,Neutral,WeakUp,WeakUp,Neutral,VeryWet,Wet,VeryWet,PC,Cloudy,PC,PC,None,None,DCVZFavor,None,Weak,Weak,None,LittleChange,LittleChange,WeakPos,Decreasing,XNIL,Aug20_Sep15,K,CThruK,PartInhibit,Average,Average,K,LIGt0,Instability,Average,LessUnstable,ACEFK,Stifling,Weak,None,K,XNIL,XNIL,XNIL,Other,ModerateOrLe,Dry,ModerateOrLe,StrongFront,Other,MovingFtorOt,NegToPos,None,AllElse,Westerly,DenvCyclone
907,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Dry,Dry,VeryWet,VeryWet,PC,Clear,Clear,Cloudy,Weak,Weak,DCVZFavor,Weak,None,Weak,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Jul16_Aug10,B,AB,None,LessThanAve,LessThanAve,ABI,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,B,PartInhibit,Weak,None,B,XNIL,XNIL,XNIL,LowSHighN,Stable,Dry,Steep,NoMajor,MoistMDryL,DenvCyclone,PosToNeg,Other,AllElse,LVorOther,LV
2683,StrongUp,WeakUp,WeakUp,StrongUp,StrongUp,VeryWet,Neutral,Wet,Wet,Clear,Clear,Clear,PC,Weak,Strong,DCVZFavor,Strong,Weak,Strong,Marked,DecCapIncIns,Decreasing,Negative,Decreasing,SIG,Aug20_Sep15,I,CThruK,PartInhibit,Average,LessThanAve,ABI,N1GtLIGt_4,Neutral,Average,LessUnstable,HI,PartInhibit,Weak,None,I,XNIL,XNIL,SIG,LowSHighN,Steep,Average,Steep,NoMajor,DryMMoistL,MovingFtorOt,NegToPos,QStationary,SWQuad,LVorOther,DenvCyclone
214,Neutral,Down,StrongUp,WeakUp,WeakUp,VeryWet,Wet,VeryWet,VeryWet,Clear,Clear,Clear,Clear,Weak,Strong,Westerly,Weak,None,Strong,Some,DecCapIncIns,Decreasing,Neutral,LittleChange,SIG,Jun15_Jul1,J,CThruK,PartInhibit,Average,Average,CDEJ,LILt_8,Stability,MoreUnstable,MoreUnstable,GJ,None,Weak,Slight,J,XNIL,XNIL,SIG,LowAtStation,ModerateOrLe,Dry,Steep,NoMajor,MoistMDryL,DryLine,LittleChange,Moving,LV,LVorOther,LV
3331,Neutral,Neutral,Down,Neutral,Neutral,Dry,Neutral,VeryWet,VeryWet,Clear,PC,PC,PC,Strong,Strong,Westerly,Strong,None,Strong,Some,LittleChange,LittleChange,WeakPos,Decreasing,XNIL,Jul2_Jul15,E,CThruK,PartInhibit,Average,Average,CDEJ,LILt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,None,E,SIG,SIG,SIG,LowSHighN,Stable,Average,ModerateOrLe,NoMajor,MoistMDryL,Other,LittleChange,None,LV,Westerly,LV
4458,Neutral,WeakUp,Down,Neutral,Neutral,Dry,Neutral,Wet,Wet,PC,Clear,Clear,Clear,Weak,Strong,Other,None,Weak,Weak,Marked,IncCapDecIns,Increasing,Negative,LittleChange,SVR,Aug20_Sep15,E,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,ACEFK,PartInhibit,Weak,Slight,E,SIG,SIG,SVR,LowSHighN,CloseToDryAd,Average,Steep,OtherRapid,MoistMDryL,DenvCyclone,LittleChange,None,SWQuad,Westerly,LV
693,StrongUp,Down,StrongUp,WeakUp,WeakUp,Dry,Neutral,Neutral,Neutral,Clear,Clear,Clear,Clear,Weak,Strong,DCVZFavor,Strong,Weak,Weak,Marked,DecCapIncIns,Decreasing,Neutral,Decreasing,SIG,May15_Jun14,K,CThruK,PartInhibit,Average,Average,K,N1GtLIGt_4,Neutral,Average,LessUnstable,ACEFK,PartInhibit,Weak,Slight,K,XNIL,XNIL,SIG,LowSHighN,ModerateOrLe,Average,ModerateOrLe,StrongFront,Other,MovingFtorOt,PosToNeg,Other,AllElse,Westerly,WidespdDnsl
1503,WeakUp,WeakUp,Down,Down,Down,Neutral,Dry,Dry,Dry,PC,Clear,PC,PC,Weak,Strong,Westerly,Strong,Weak,Weak,Marked,IncCapDecIns,Increasing,Neutral,Increasing,SIG,May15_Jun14,H,CThruK,PartInhibit,LessThanAve,LessThanAve,H,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,HI,None,Moderate,Strong,H,XNIL,XNIL,SIG,LowMtsHighPl,Stable,VeryMoist,Steep,OtherRapid,DryMMoistL,E_W_S,NegToPos,None,LV,LVorOther,E_NE
2414,Down,StronUp,StrongUp,WeakUp,WeakUp,Neutral,Wet,Neutral,Neutral,PC,Cloudy,PC,PC,None,Weak,DCVZFavor,Strong,None,Weak,None,DecCapIncIns,Decreasing,Neutral,LittleChange,XNIL,Aug11_Aug20,G,CThruK,Stifling,MoreThanAve,MoreThanAve,G,LIGt0,Stability,MoreUnstable,MoreUnstable,GJ,None,Moderate,Slight,G,SIG,SIG,SIG,LowEvrywhere,CloseToDryAd,Dry,CloseToDryAd,NoMajor,MoistMDryL,None,LittleChange,None,AllElse,Westerly,WidespdDnsl
2118,Down,Down,Neutral,Down,Down,Dry,Neutral,Dry,Dry,PC,Cloudy,PC,PC,None,None,DCVZFavor,None,Weak,Weak,None,DecCapIncIns,Decreasing,Negative,Decreasing,XNIL,May15_Jun14,H,CThruK,PartInhibit,LessThanAve,LessThanAve,H,N5GtLIGt_8,Neutral,Average,LessUnstable,HI,PartInhibit,Weak,None,H,XNIL,XNIL,XNIL,LowMtsHighPl,Stable,VeryMoist,CloseToDryAd,MarkedUpper,DryMMoistL,E_W_N,NegToPos,Other,LV,LVorOther,E_NE
3858,Neutral,StronUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clear,PC,Clear,Clear,Weak,Strong,Westerly,Strong,Weak,Weak,Some,LittleChange,LittleChange,StrongPos,LittleChange,SIG,Aug20_Sep15,C,CThruK,PartInhibit,Average,Average,CDEJ,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,ACEFK,TotalInhibit,Unfavorable,None,C,XNIL,XNIL,SIG,LowAtStation,ModerateOrLe,Average,CloseToDryAd,NoMajor,MoistMDryL,E_W_N,SigNegative,Moving,NWQuad,Westerly,LongAnticyc
2462,StrongUp,WeakUp,Down,Down,Down,Dry,VeryWet,Wet,Wet,PC,Clear,Clear,Clear,None,None,Other,None,None,Weak,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jul16_Aug10,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,LIGt0,Stability,LessUnstable,LessUnstable,GJ,None,Moderate,Moderate,J,SIG,XNIL,XNIL,LowAtStation,ModerateOrLe,Average,Steep,NoMajor,MoistMDryL,Other,LittleChange,Other,LV,LVorOther,LV
3635,Neutral,Neutral,Neutral,Neutral,Neutral,Wet,VeryWet,Wet,Neutral,Clear,Cloudy,Cloudy,Cloudy,Weak,Weak,DCVZFavor,None,None,None,Some,LittleChange,LittleChange,Neutral,LittleChange,XNIL,Jul16_Aug10,E,CThruK,Stifling,Average,Average,CDEJ,LILt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,TotalInhibit,Weak,None,E,XNIL,XNIL,XNIL,LowSHighN,CloseToDryAd,Average,ModerateOrLe,NoMajor,MoistMDryL,None,SigNegative,None,SWQuad,LVorOther,WidespdDnsl
4105,WeakUp,StronUp,Neutral,StrongUp,StrongUp,Neutral,VeryWet,VeryWet,VeryWet,Clear,PC,Clear,Clear,Strong,Strong,Other,Weak,None,Weak,Some,DecCapIncIns,Decreasing,Neutral,Decreasing,SIG,Aug20_Sep15,A,AB,PartInhibit,Average,LessThanAve,ABI,LILt_8,Stability,MoreUnstable,MoreUnstable,ACEFK,PartInhibit,Moderate,Strong,A,XNIL,XNIL,SIG,HighEvrywher,Stable,VeryMoist,ModerateOrLe,MarkedUpper,Other,MovingFtorOt,PosToNeg,QStationary,SWQuad,LVorOther,DenvCyclone
4478,StrongUp,Neutral,StrongUp,WeakUp,WeakUp,VeryWet,Dry,VeryWet,VeryWet,PC,Clear,PC,PC,Strong,Strong,Westerly,None,Weak,Weak,Some,IncCapDecIns,Increasing,StrongPos,Increasing,SVR,Jul2_Jul15,E,CThruK,PartInhibit,LessThanAve,Average,CDEJ,N5GtLIGt_8,Neutral,Average,Average,ACEFK,PartInhibit,Moderate,None,E,XNIL,XNIL,SVR,LowMtsHighPl,Steep,Average,Steep,NoMajor,MoistMDryL,None,SigNegative,Other,SWQuad,LVorOther,LV
196,Down,WeakUp,Neutral,Down,Down,VeryWet,Wet,VeryWet,Wet,Cloudy,Cloudy,Cloudy,Cloudy,None,None,Westerly,None,None,None,None,IncCapDecIns,Increasing,StrongPos,Increasing,XNIL,Aug11_Aug20,B,AB,PartInhibit,LessThanAve,LessThanAve,ABI,N1GtLIGt_4,Neutral,LessUnstable,Average,B,None,Weak,Moderate,B,SVR,SVR,SVR,LowMtsHighPl,Stable,VeryMoist,ModerateOrLe,NoMajor,DryMMoistL,DenvCyclone,SigPositive,Other,AllElse,Westerly,LongAnticyc
4667,StrongUp,Neutral,Neutral,WeakUp,WeakUp,Wet,Dry,Neutral,Neutral,PC,PC,Cloudy,Cloudy,Strong,Strong,Westerly,Strong,Weak,Weak,Some,IncCapDecIns,Increasing,Negative,LittleChange,SVR,May15_Jun14,K,CThruK,PartInhibit,Average,MoreThanAve,K,N5GtLIGt_8,Instability,MoreUnstable,MoreUnstable,ACEFK,Stifling,Strong,Moderate,K,SIG,SIG,SVR,HighEvrywher,Steep,Dry,CloseToDryAd,OtherRapid,Other,MovingFtorOt,SigPositive,QStationary,AllElse,Westerly,WidespdDnsl
1543,Neutral,Down,WeakUp,Down,Down,Neutral,Neutral,Neutral,Neutral,PC,PC,Cloudy,Cloudy,Strong,Strong,DCVZFavor,Strong,None,Strong,Marked,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,Jun15_Jul1,J,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N1GtLIGt_4,Instability,Average,Average,GJ,Stifling,Unfavorable,None,J,XNIL,XNIL,XNIL,LowSHighN,Stable,Average,CloseToDryAd,NoMajor,DryMMoistL,E_W_N,LittleChange,Other,LV,LVorOther,LV
1330,WeakUp,Neutral,Down,Neutral,Neutral,Neutral,Wet,Neutral,Dry,Clear,PC,Clear,Clear,Strong,Strong,Westerly,Strong,None,Strong,Marked,LittleChange,LittleChange,Neutral,Increasing,SIG,May15_Jun14,H,CThruK,TotalInhibit,MoreThanAve,MoreThanAve,H,N1GtLIGt_4,Stability,LessUnstable,MoreUnstable,HI,PartInhibit,Weak,None,H,XNIL,XNIL,SIG,Other,Stable,VeryMoist,ModerateOrLe,MarkedUpper,DryMMoistL,E_W_N,NegToPos,Moving,NWQuad,Westerly,E_NE
879,WeakUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Dry,Dry,Neutral,PC,Clear,Clear,Clear,Strong,Strong,Westerly,Strong,None,Weak,Marked,IncCapDecIns,Increasing,Negative,Increasing,XNIL,Jul16_Aug10,I,CThruK,PartInhibit,Average,MoreThanAve,ABI,N5GtLIGt_8,Stability,LessUnstable,Average,HI,PartInhibit,Moderate,Slight,I,XNIL,XNIL,XNIL,LowMtsHighPl,Steep,Dry,CloseToDryAd,NoMajor,DryMMoistL,E_W_S,NegToPos,QStationary,AllElse,Westerly,E_NE
4502,Neutral,Neutral,Neutral,Neutral,Neutral,VeryWet,Neutral,Wet,Neutral,PC,PC,PC,PC,None,None,StrongWest,None,None,None,None,IncCapDecIns,Increasing,Negative,LittleChange,XNIL,May15_Jun14,B,AB,PartInhibit,LessThanAve,Average,ABI,N1GtLIGt_4,Neutral,MoreUnstable,MoreUnstable,B,Stifling,Moderate,None,B,XNIL,XNIL,XNIL,LowNHighS,ModerateOrLe,VeryMoist,Steep,NoMajor,Other,DenvCyclone,LittleChange,Other,LV,Westerly,LV
3501,Down,WeakUp,StrongUp,WeakUp,WeakUp,Neutral,Dry,Dry,Dry,Clear,PC,Clear,Clear,Weak,Strong,StrongWest,Strong,Weak,Strong,Marked,LittleChange,LittleChange,Neutral,LittleChange,SIG,Jul16_Aug10,G,CThruK,PartInhibit,Average,Average,G,N1GtLIGt_4,Stability,MoreUnstable,MoreUnstable,GJ,None,Unfavorable,None,G,XNIL,XNIL,SIG,LowEvrywhere,CloseToDryAd,Dry,Steep,NoMajor,Other,None,SigNegative,None,AllElse,Westerly,WidespdDnsl
3894,WeakUp,Neutral,Down,Down,Down,Dry,Neutral,VeryWet,Wet,PC,PC,PC,Clear,Weak,Weak,Westerly,Weak,None,Weak,None,IncCapDecIns,Increasing,WeakPos,Increasing,XNIL,Jun15_Jul1,G,CThruK,None,LessThanAve,Average,G,LILt_8,Stability,Average,MoreUnstable,GJ,PartInhibit,Moderate,Slight,G,XNIL,XNIL,XNIL,LowSHighN,Steep,Dry,CloseToDryAd,NoMajor,MoistMDryL,None,SigPositive,None,SWQuad,Westerly,WidespdDnsl
4990,Down,StronUp,WeakUp,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Cloudy,Clear,Cloudy,Cloudy,Weak,Weak,StrongWest,None,Weak,Weak,Marked,DecCapIncIns,Decreasing,Negative,LittleChange,XNIL,Aug20_Sep15,H,CThruK,PartInhibit,LessThanAve,LessThanAve,H,N5GtLIGt_8,Neutral,MoreUnstable,MoreUnstable,HI,Stifling,Weak,None,H,XNIL,XNIL,XNIL,LowMtsHighPl,ModerateOrLe,Average,Steep,MarkedUpper,DryMMoistL,MovingFtorOt,SigPositive,Moving,AllElse,Westerly,E_NE
887,Down,Neutral,WeakUp,Down,Down,Dry,Wet,Dry,Dry,PC,PC,PC,Clear,Strong,Strong,Westerly,Weak,Weak,Weak,Marked,IncCapDecIns,Increasing,StrongPos,Increasing,SVR,Aug20_Sep15,D,CThruK,PartInhibit,Average,MoreThanAve,CDEJ,N5GtLIGt_8,Stability,LessUnstable,LessUnstable,D,None,Weak,Strong,D,SVR,SVR,SVR,LowNHighS,Steep,Average,ModerateOrLe,OtherRapid,DryMMoistL,DryLine,SigNegative,None,AllElse,Westerly,WidespdDnsl
