"","jordtype","komm","nedbarea","nmin","aar_mod","forfrugt","potnmin","jordn","pesticid","exptgens","mod_nmin","ngodnt","nopt","ngodnn","ngodn","nprot","saatid","rokap","dgv1059","sort","srtprot","nplac","dg25","ngtilg","ntilg","saamng","tkvs","saakern","partigerm","frspdag","jordinf","markgrm","antplnt","sorttkv","aks_m2","keraks","dgv5980","aks_vgt","srtsize","ksort","protein","udb","spndx","tkv","slt22","s2225","s2528","bgbyg"
"775","JB_8","state0","x1___375_","x30_45","x20","Beets","x90_105","x105_120","x_2","x30_40","x15_30","x75_90","x135_150","x_45","x_45","x100_120","x11_4_20_4","x187_5_212_5","x51_60","Nevada","x2","Top_dressed","x37_5_47_5","x_45","x135_150","x210_230","x48_50","x_450","x97_98","x_15","x_99_1_00","x97_98","x_425","x6","x750_950","x17_19","x5_10","x700_750","x0","x_85","x9_0_9_5","x60_65","x9_10","x35_40","x3_5","x1_5","x15_20","x4_0_4_5"
"776","JB_2","state4","x3___500_","x15_30","x5","Clovergrass","x_105","x_120","x_2","x30_40","x15_30","x60_75","x120_135","x_45","x_45","x120_140","x26_3_10_4","x87_5_112_5","x61_70","Peel","x2","worked_in_solil","x_22_5","x_45","x150_165","x130_150","x55_60","x225_275","x90_93","x_15","x_99_1_00","x90_93","x225_275","x6","x650_750","x17_19","x_35","x750_850","x0","x90_95","x_9","x55_60","x9_10","x47_5_50","x3_5","x0_1","x5_10","x3_0_3_5"
"777","JB_9","state3","x3___500_","x30_45","x10","Cer_rotation","x30_45","x60_75","x_2","x40_50","x15_30","x90_105","x135_150","x60_75","x60_75","x80_100","x26_3_10_4","x187_5_212_5","x61_70","Jill","x3","worked_in_solil","x32_5_37_5","x_45","x90_105","x230_250","x40_42","x_450","x80_85","x21_23","x_95__97","x75_80","x325_375","x3","x450_550","x15_17","x0_5","x700_750","x2","x90_95","x11_0_11_5","x30_40","x9_10","x42_5_45","x3_5","x0_1","x0_5","x4_5_5_0"
"778","Jb_7","state2","x1___375_","x45_60","x20","Clovergrass","x60_75","x90_105","x_2","x50_60","x30_45","x75_90","x135_150","x45_60","x45_60","x100_120","x21_4_26_4","x137_5_162_5","x41_50","Korinna","x5","Top_dressed","x32_5_37_5","x_45","x120_135","x210_230","x55_60","x375_424","x85_90","x23_25","x_99_1_00","x85_90","x325_375","x5","x550_650","x17_19","x15_25","x950_1050","x2","x_98","x_12_0","x55_60","x9_10","x40_42_5","x1_2","x0_1","x0_5","x3_5_4_0"
"779","JB_6","state3","x2__375_500_","x30_45","x_10","Cereals","x0_15","x45_60","x_2","x40_50","x45_60","x75_90","x120_135","x75_90","x75_90","x60_80","x21_4_26_4","x162_5_187_5","x51_60","Senor","x4","Placed","x27_5_32_5","x75_90","x120_135","x230_250","x30_35","x_450","x98_99","x17_19","x_99_1_00","x98__99","x_425","x5","x550_650","x15_17","x0_5","x750_850","x1","x95_98","x_12_0","x40_50","x9_10","x45_47_5","x3_5","x0_1","x0_5","x4_5_5_0"
"780","JB_4","state1","x2__375_500_","x30_45","x0","Other","x75_90","x_120","x_2","x40_50","x30_45","x75_90","x135_150","x_45","x_45","x120_140","x_26_3","x112_5_137_5","x61_70","Caminant","x4","worked_in_solil","x_22_5","x_45","x150_165","x150_170","x48_50","x325_375","x90_93","x17_19","x_99_1_00","x90_93","x275_325","x6","x750_950","x19_21","x25_35","x850_950","x1","x90_95","x11_5_12_0","x70_80","x9_10","x42_5_45","x3_5","x0_1","x0_5","x3_5_4_0"
"781","Jb_7","state4","x1___375_","x30_45","x_25","Cereals","x15_30","x75_90","x_2","x50_60","x60_75","x75_90","x150_165","x75_90","x75_90","x80_100","x_26_4","x162_5_187_5","x51_60","Princesse","x2","Top_dressed","x32_5_37_5","x_45","x105_120","x90_110","x50_55","x175_225","x99_100","x_15","x_99_1_00","x99_100","x175_225","x5","x650_750","x15_17","x25_35","x600_650","x2","x85_90","x10_0_10_5","x40_50","x9_10","x45_47_5","x3_5","x1_5","x10_15","x3_5_4_0"
"782","JB_2","state3","x2__375_500_","x30_45","x25","Beets","x30_45","x45_60","x_2","x40_50","x0_15","x105_120","x120_135","x75_90","x75_90","x60_80","x_26_3","x112_5_137_5","x_70","Princesse","x3","Top_dressed","x_57_5","x_45","x75_90","x210_230","x48_50","x_450","x90_93","x23_25","x_99_1_00","x90_93","x375_425","x5","x550_650","x17_19","x0_5","x700_750","x2","x85_90","x9_5_10_0","x40_50","x9_10","x35_40","x3_5","x1_5","x10_15","x4_5_5_0"
"783","Jb_7","state1","x3___500_","x30_45","x20","Clovergrass","x_105","x_120","x_2","x50_60","x15_30","x90_105","x135_150","x_45","x_45","x120_140","x11_4_20_4","x162_5_187_5","x61_70","G_363ta","x3","Top_dressed","x27_5_32_5","x_45","x165_180","x50_70","x50_55","x_175","x90_93","x15_17","x_99_1_00","x90_93","x_175","x4","x450_550","x_23","x5_10","x950_1050","x_3","x_85","x11_5_12_0","x40_50","x9_10","x35_40","x3_5","x1_5","x10_15","x4_0_4_5"
"784","Jb_7","state3","x1___375_","x30_45","x_5","Cereals","x0_15","x45_60","x_2","x50_60","x30_45","x105_120","x135_150","x90_105","x90_105","x60_80","x26_3_10_4","x187_5_212_5","x61_70","Give","x4","Placed","x_57_5","x90_105","x150_165","x90_110","x30_35","x275_325","x80_85","x_15","x_97__98","x80_85","x225_275","x6","x750_950","x17_19","x10_15","x750_850","x1","x85_90","x11_0_11_5","x65_70","x9_10","x45_47_5","x3_5","x0_1","x5_10","x4_0_4_5"
"785","JB_5","state0","x2__375_500_","x30_45","x5","Beets","x_105","x_120","x_2","x50_60","x30_45","x90_105","x135_150","x_45","x_45","x120_140","x11_4_20_4","x87_5_112_5","x25_40","Canut","x2","Top_dressed","x27_5_32_5","x_45","x150_165","x90_110","x55_60","x_175","x97_98","x19_21","x_99_1_00","x97_98","x_175","x4","x350_450","x15_17","x10_15","x850_950","x1","x95_98","x_12_0","x30_40","x9_10","x40_42_5","x1_2","x0_1","x0_5","x4_0_4_5"
"786","JB_6","state3","x2__375_500_","x15_30","x10","Cer_rotation","x30_45","x45_60","x_2","x50_60","x0_15","x120_135","x135_150","x75_90","x75_90","x60_80","x21_4_26_4","x137_5_162_5","x51_60","Amber","x3","Top_dressed","x_22_5","x60_75","x105_120","x150_170","x40_42","x375_424","x97_98","x17_19","x_99_1_00","x97_98","x375_425","x6","x450_550","x17_19","x25_35","x850_950","x0","x95_98","x9_5_10_0","x40_50","x9_10","x45_47_5","x3_5","x0_1","x0_5","x_3_0"
"787","JB_5","state4","x2__375_500_","x30_45","x15","Cereals","x15_30","x30_45","x_2","x30_40","x15_30","x90_105","x120_135","x90_105","x90_105","x40_60","x11_4_20_4","x137_5_162_5","x51_60","Segu","x2","worked_in_solil","x11_5_27_5","x105_120","x135_150","x150_170","x44_46","x325_375","x97_98","x15_17","x_99_1_00","x97_98","x325_375","x5","x750_950","x15_17","x_35","x850_950","x2","x_98","x9_5_10_0","x70_80","x9_10","x40_42_5","x1_2","x0_1","x0_5","x_3_0"
"788","JB_8","state4","x3___500_","x30_45","x_25","Clovergrass","x90_105","x_120","x_2","x40_50","x60_75","x_45","x120_135","x_45","x_45","x120_140","x26_3_10_4","x187_5_212_5","x61_70","Mentor","x4","Top_dressed","x37_5_47_5","x_45","x165_180","x210_230","x50_55","x375_424","x93_95","x23_25","x_98__99","x90_93","x325_375","x5","x750_950","x19_21","x25_35","x750_850","x3","x85_90","x10_5_11_0","x65_70","x9_10","x42_5_45","x3_5","x1_5","x10_15","x3_0_3_5"
"789","JB_5","state4","x1___375_","x30_45","x_10","Clovergrass","x0_15","x45_60","x_2","x40_50","x45_60","x45_60","x135_150","x75_90","x45_60","x60_80","x11_4_20_4","x137_5_162_5","x61_70","G_363ta","x4","Placed","x37_5_47_5","x45_60","x90_105","x210_230","x35_40","x_450","x93_95","x_15","x_99_1_00","x94_95","x375_425","x5","x650_750","x15_17","x25_35","x700_750","x_3","x90_95","x10_5_11_0","x50_55","x9_10","x45_47_5","x3_5","x0_1","x0_5","x4_0_4_5"
"790","JB_5","state0","x3___500_","x45_60","x_10","Cer_rotation","x45_60","x105_120","x_2","x40_50","x60_75","x45_60","x120_135","x60_75","x45_60","x120_140","x_26_4","x137_5_162_5","x41_50","Delibes","x3","worked_in_solil","x32_5_37_5","x_45","x135_150","x110_130","x44_46","x225_275","x95_97","x17_19","x_99_1_00","x95_97","x225_275","x6","x450_550","x15_17","x15_25","x850_950","x1","x_98","x10_0_10_5","x40_50","x9_10","x42_5_45","x1_2","x0_1","x0_5","x3_5_4_0"
"791","Jb_1_","state0","x2__375_500_","x15_30","x15","Cer_rotation","x15_30","x15_30","x_2","x30_40","x0_15","x105_120","x120_135","x90_105","x90_105","x40_60","x_26_3","x37_5_62_5","x25_40","Vintage","x4","Top_dressed","x_22_5","x45_60","x75_90","x170_190","x55_60","x275_325","x93_95","x23_25","x_95__97","x90_93","x225_275","x4","x350_450","x19_21","x0_5","x700_750","x2","x_85","x11_5_12_0","x_30","x9_10","x40_42_5","x3_5","x1_5","x20_25","x3_5_4_0"
"792","Jb_1_","state0","x1___375_","x0_15","x20","Cereals","x0_15","x0_15","x_2","x40_50","x0_15","x120_135","x120_135","x120_135","x120_135","x_40","x21_4_26_4","x37_5_62_5","x25_40","Loma","x3","Placed","x_22_5","x120_135","x135_150","x90_110","x55_60","x_175","x93_95","x_15","x_99_1_00","x94_95","x_175","x4","x550_650","x15_17","x5_10","x850_950","x2","x_98","x9_0_9_5","x50_55","x9_10","x42_5_45","x1_2","x0_1","x0_5","x4_0_4_5"
"793","JB_8","state2","x1___375_","x45_60","x_25","Other","x30_45","x105_120","x_2","x40_50","x_75","x_45","x135_150","x_45","x_45","x100_120","x21_4_26_4","x162_5_187_5","x51_60","Segu","x3","Top_dressed","x_22_5","x_45","x135_150","x150_170","x40_42","x375_424","x95_97","x_15","x_95__97","x90_93","x325_375","x6","x550_650","x19_21","x_35","x850_950","x2","x90_95","x11_5_12_0","x50_55","x9_10","x45_47_5","x3_5","x0_1","x0_5","x_3_0"
"794","Jb_7","state0","x2__375_500_","x45_60","x5","Cer_rotation","x45_60","x90_105","x_2","x60_70","x45_60","x90_105","x150_165","x60_75","x60_75","x100_120","x_26_4","x187_5_212_5","x41_50","Polygena","x5","Top_dressed","x_22_5","x45_60","x135_150","x110_130","x42_44","x275_325","x_80","x17_19","x90__93","x_75","x175_225","x5","x450_550","x17_19","x_35","x850_950","x3","x_98","x_12_0","x40_50","x9_10","x40_42_5","x2_3","x0_1","x0_5","x_3_0"
"795","JB_4","state4","x3___500_","x30_45","x_15","Clovergrass","x0_15","x60_75","x_2","x40_50","x45_60","x45_60","x135_150","x75_90","x45_60","x60_80","x11_4_20_4","x112_5_137_5","x25_40","Lysimax","x5","Top_dressed","x11_5_27_5","x45_60","x105_120","x90_110","x50_55","x175_225","x99_100","x17_19","x_99_1_00","x99_100","x175_225","x1","x450_550","x13_15","x0_5","x650_700","x0","x95_98","x10_0_10_5","x30_40","x9_10","x35_40","x3_5","x0_1","x0_5","x4_0_4_5"
"796","JB_2","state2","x3___500_","x15_30","x10","Other","x45_60","x60_75","x_2","x30_40","x0_15","x105_120","x120_135","x60_75","x60_75","x80_100","x_26_3","x112_5_137_5","x61_70","Cork","x3","Top_dressed","x_22_5","x45_60","x105_120","x170_190","x44_46","x375_424","x98_99","x17_19","x_99_1_00","x98__99","x375_425","x8","x550_650","x15_17","x5_10","x650_700","x0","x85_90","x11_5_12_0","x40_50","x9_10","x42_5_45","x3_5","x1_5","x5_10","x4_0_4_5"
"797","JB_6","state3","x3___500_","x30_45","x_15","Clovergrass","x45_60","x90_105","x_2","x30_40","x45_60","x_45","x135_150","x_45","x_45","x100_120","x_26_4","x162_5_187_5","x41_50","Evelyn","x4","Placed","x27_5_32_5","x_45","x120_135","x210_230","x30_35","x_450","x80_85","x19_21","x_95__97","x75_80","x325_375","x7","x550_650","x17_19","x15_25","x850_950","x0","x95_98","x_12_0","x50_55","x9_10","x42_5_45","x3_5","x0_1","x0_5","x3_5_4_0"
"798","JB_9","state4","x1___375_","x45_60","x_10","Other","x_105","x_120","x_2","x40_50","x60_75","x45_60","x120_135","x_45","x_45","x120_140","x_26_4","x162_5_187_5","x41_50","Semal","x2","Top_dressed","x11_5_27_5","x_45","x165_180","x150_170","x50_55","x275_325","x85_90","x_15","x_99_1_00","x85_90","x225_275","x4","x350_450","x17_19","x_35","x950_1050","x_1","x95_98","x11_0_11_5","x40_50","x9_10","x45_47_5","x1_2","x0_1","x0_5","x_3_0"
"799","JB_3","state1","x3___500_","x15_30","x15","Clovergrass","x15_30","x15_30","x_2","x50_60","x0_15","x105_120","x135_150","x120_135","x105_120","x40_60","x_26_4","x62_5_87_5","x25_40","Vintage","x4","Placed","x_22_5","x105_120","x135_150","x170_190","x50_55","x325_375","x85_90","x_15","x_99_1_00","x85_90","x275_325","x3","x450_550","x17_19","x25_35","x750_850","x2","x90_95","x10_0_10_5","x30_40","x9_10","x45_47_5","x3_5","x0_1","x0_5","x3_0_3_5"
"800","JB_8","state0","x2__375_500_","x45_60","x_10","Cer_rotation","x60_75","x_120","x_2","x30_40","x60_75","x45_60","x120_135","x_45","x_45","x120_140","x_26_4","x187_5_212_5","x51_60","Maresi","x5","worked_in_solil","x11_5_27_5","x_45","x150_165","x50_70","x48_50","x_175","x97_98","x_15","x_99_1_00","x97_98","x_175","x5","x650_750","x19_21","x5_10","x850_950","x2","x90_95","x_12_0","x60_65","x9_10","x45_47_5","x3_5","x0_1","x0_5","x4_5_5_0"
"801","Jb_7","state1","x3___500_","x15_30","x20","Beets","x30_45","x30_45","x_2","x60_70","x0_15","x120_135","x150_165","x120_135","x120_135","x60_80","x11_4_20_4","x162_5_187_5","x51_60","x_321rja","x5","Placed","x27_5_32_5","x120_135","x165_180","x110_130","x30_35","x325_375","x_80","x_15","x_99_1_00","x75_80","x225_275","x5","x650_750","x17_19","x5_10","x750_850","x2","x90_95","x_12_0","x55_60","x9_10","x42_5_45","x3_5","x0_1","x0_5","x4_0_4_5"
"802","JB_9","state2","x2__375_500_","x45_60","x_25","Beets","x60_75","x_120","x_2","x40_50","x_75","x_45","x135_150","x_45","x_45","x120_140","x21_4_26_4","x187_5_212_5","x51_60","Delibes","x2","Placed","x37_5_47_5","x_45","x165_180","x90_110","x55_60","x_175","x98_99","x_15","x_94__90","x85_90","x_175","x6","x450_550","x19_21","x10_15","x950_1050","x1","x95_98","x_12_0","x40_50","x9_10","x45_47_5","x2_3","x0_1","x0_5","x4_5_5_0"
"803","Jb_1_","state1","x3___500_","x0_15","x0","Other","x45_60","x60_75","x_2","x30_40","x0_15","x105_120","x135_150","x60_75","x60_75","x80_100","x26_3_10_4","x37_5_62_5","x41_50","Heron","x3","Placed","x_22_5","x60_75","x120_135","x130_150","x48_50","x275_325","x95_97","x15_17","x_98__99","x94_95","x275_325","x4","x550_650","x17_19","x5_10","x750_850","x0","x95_98","x_12_0","x40_50","x9_10","x40_42_5","x3_5","x0_1","x5_10","x4_5_5_0"
"804","JB_9","state1","x2__375_500_","x15_30","x5","Beets","x60_75","x75_90","x_2","x50_60","x15_30","x105_120","x135_150","x45_60","x45_60","x80_100","x_26_3","x187_5_212_5","x61_70","Optic","x3","Top_dressed","x_22_5","x60_75","x135_150","x90_110","x42_44","x225_275","x93_95","x17_19","x_99_1_00","x94_95","x225_275","x7","x550_650","x21_23","x10_15","x650_700","x1","x_85","x9_5_10_0","x40_50","x9_10","x40_42_5","x3_5","x5_10","x15_20","x3_5_4_0"
"805","Jb_7","state0","x3___500_","x30_45","x10","Beets","x60_75","x90_105","x_2","x50_60","x15_30","x105_120","x135_150","x_45","x_45","x100_120","x_26_3","x112_5_137_5","x_70","Baronesse","x3","Top_dressed","x_22_5","x_45","x120_135","x130_150","x48_50","x275_325","x85_90","x17_19","x_99_1_00","x85_90","x225_275","x4","x650_750","x15_17","x_35","x850_950","x3","x_98","x10_0_10_5","x60_65","x9_10","x40_42_5","x1_2","x0_1","x0_5","x_3_0"
"806","JB_3","state3","x1___375_","x15_30","x_10","Beets","x15_30","x45_60","x_2","x30_40","x30_45","x60_75","x120_135","x60_75","x60_75","x60_80","x21_4_26_4","x37_5_62_5","x25_40","Lenka","x2","Placed","x32_5_37_5","x60_75","x120_135","x190_210","x48_50","x375_424","x93_95","x_15","x_99_1_00","x94_95","x375_425","x5","x550_650","x15_17","x10_15","x750_850","x2","x95_98","x9_5_10_0","x40_50","x9_10","x45_47_5","x3_5","x0_1","x0_5","x4_5_5_0"
"807","JB_9","state3","x3___500_","x30_45","x15","Beets","x_105","x_120","x_2","x50_60","x15_30","x105_120","x150_165","x_45","x_45","x120_140","x11_4_20_4","x137_5_162_5","x51_60","Segu","x3","Top_dressed","x27_5_32_5","x_45","x150_165","x110_130","x42_44","x275_325","x97_98","x_15","x_95__97","x94_95","x275_325","x6","x550_650","x17_19","x0_5","x850_950","x3","x_98","x11_5_12_0","x50_55","x9_10","x45_47_5","x2_3","x0_1","x0_5","x4_0_4_5"
"808","Jb_7","state4","x3___500_","x30_45","x_20","Cereals","x15_30","x75_90","x_2","x50_60","x45_60","x90_105","x135_150","x45_60","x45_60","x80_100","x21_4_26_4","x137_5_162_5","x51_60","Heron","x3","Top_dressed","x32_5_37_5","x_45","x105_120","x210_230","x50_55","x375_424","x_80","x_15","x_99_1_00","x75_80","x275_325","x4","x750_950","x13_15","x25_35","x700_750","x0","x95_98","x_12_0","x60_65","x9_10","x40_42_5","x3_5","x0_1","x0_5","x_3_0"
"809","JB_6","state1","x2__375_500_","x30_45","x20","Cer_rotation","x30_45","x45_60","x_2","x30_40","x15_30","x90_105","x120_135","x75_90","x75_90","x60_80","x_26_4","x137_5_162_5","x51_60","Loma","x3","Top_dressed","x_22_5","x75_90","x135_150","x210_230","x48_50","x_450","x80_85","x_15","x_99_1_00","x80_85","x325_375","x4","x750_950","x15_17","x10_15","x650_700","x1","x85_90","x10_5_11_0","x55_60","x9_10","x40_42_5","x3_5","x1_5","x5_10","x3_5_4_0"
"810","JB_3","state3","x2__375_500_","x15_30","x_25","Other","x15_30","x60_75","x_2","x40_50","x45_60","x60_75","x135_150","x75_90","x60_75","x80_100","x26_3_10_4","x87_5_112_5","x51_60","Peel","x4","Placed","x37_5_47_5","x60_75","x135_150","x50_70","x35_40","x_175","x90_93","x21_23","x_98__99","x90_93","x_175","x6","x650_750","x19_21","x15_25","x750_850","x0","x_85","x10_5_11_0","x55_60","x9_10","x40_42_5","x3_5","x1_5","x15_20","x4_0_4_5"
"811","JB_5","state3","x1___375_","x30_45","x_10","Cereals","x15_30","x60_75","x_2","x50_60","x45_60","x90_105","x135_150","x75_90","x75_90","x80_100","x_26_4","x187_5_212_5","x41_50","Mie","x4","Top_dressed","x27_5_32_5","x90_105","x150_165","x150_170","x46_48","x325_375","x90_93","x_15","x_99_1_00","x90_93","x275_325","x5","x450_550","x19_21","x10_15","x850_950","x2","x90_95","x10_5_11_0","x40_50","x9_10","x42_5_45","x3_5","x0_1","x0_5","x4_0_4_5"
"812","JB_5","state0","x2__375_500_","x30_45","x15","Cereals","x0_15","x15_30","x_2","x30_40","x15_30","x90_105","x_120","x75_90","x75_90","x_40","x_26_4","x187_5_212_5","x51_60","Baracuda","x3","Top_dressed","x_22_5","x45_60","x_75","x90_110","x40_42","x225_275","x95_97","x_15","x_99_1_00","x95_97","x225_275","x6","x_350","x15_17","x0_5","x700_750","x3","x90_95","x9_5_10_0","x_30","x9_10","x40_42_5","x3_5","x0_1","x0_5","x4_5_5_0"
"813","JB_2","state0","x2__375_500_","x30_45","x20","Cer_rotation","x45_60","x60_75","x_2","x30_40","x15_30","x90_105","x120_135","x60_75","x60_75","x80_100","x_26_3","x62_5_87_5","x51_60","Marina","x4","worked_in_solil","x_57_5","x_45","x90_105","x150_170","x42_44","x325_375","x95_97","x23_25","x_97__98","x94_95","x325_375","x6","x350_450","x21_23","x15_25","x850_950","x2","x_85","x11_5_12_0","x30_40","x9_10","x42_5_45","x3_5","x1_5","x10_15","x4_5_5_0"
"814","JB_6","state2","x3___500_","x15_30","x15","Other","x_105","x_120","x_2","x50_60","x0_15","x120_135","x135_150","x_45","x_45","x120_140","x_26_4","x162_5_187_5","x51_60","Rima","x3","worked_in_solil","x27_5_32_5","x_45","x150_165","x50_70","x42_44","x_175","x97_98","x_15","x_99_1_00","x97_98","x_175","x5","x650_750","x19_21","x5_10","x700_750","x2","x_85","x10_0_10_5","x50_55","x9_10","x35_40","x3_5","x1_5","x20_25","x4_5_5_0"
"815","JB_6","state3","x3___500_","x15_30","x_5","Cereals","x15_30","x45_60","x_2","x40_50","x15_30","x105_120","x150_165","x105_120","x105_120","x60_80","x21_4_26_4","x162_5_187_5","x61_70","Reggae","x3","worked_in_solil","x11_5_27_5","x105_120","x165_180","x50_70","x46_48","x_175","x97_98","x_15","x_97__98","x95_97","x_175","x5","x550_650","x19_21","x0_5","x_1050","x1","x_98","x9_5_10_0","x65_70","x9_10","x40_42_5","x0_1","x0_1","x0_5","x_5_0"
"816","JB_9","state3","x2__375_500_","x30_45","x_20","Other","x90_105","x_120","x_2","x50_60","x45_60","x75_90","x135_150","x_45","x_45","x120_140","x26_3_10_4","x137_5_162_5","x41_50","Lysimax","x5","Placed","x27_5_32_5","x_45","x165_180","x70_90","x55_60","x_175","x85_90","x25_27","x_99_1_00","x85_90","x_175","x1","x750_950","x17_19","x0_5","x750_850","x_1","x_85","x_12_0","x65_70","x9_10","x35_40","x3_5","x1_5","x5_10","x4_5_5_0"
"817","JB_8","state2","x1___375_","x45_60","x25","Cereals","x15_30","x45_60","x_2","x30_40","x15_30","x90_105","x120_135","x60_75","x60_75","x60_80","x_26_3","x162_5_187_5","x_70","Miralix","x4","Placed","x_22_5","x60_75","x105_120","x170_190","x55_60","x275_325","x93_95","x25_27","x90__93","x85_90","x225_275","x6","x750_950","x17_19","x5_10","x650_700","x2","x_85","x_9","x55_60","x9_10","x35_40","x3_5","x1_5","x15_20","x4_5_5_0"
"818","JB_4","state1","x2__375_500_","x15_30","x_20","Other","x75_90","x_120","x_2","x50_60","x30_45","x90_105","x135_150","x_45","x_45","x120_140","x11_4_20_4","x87_5_112_5","x25_40","Caminant","x4","Placed","x27_5_32_5","x_45","x150_165","x210_230","x48_50","x_450","x99_100","x_15","x_99_1_00","x98__99","x_425","x6","x350_450","x13_15","x15_25","x850_950","x1","x_98","x_12_0","x30_40","x9_10","x42_5_45","x0_1","x0_1","x0_5","x4_0_4_5"
"819","JB_4","state4","x1___375_","x30_45","x_10","Clovergrass","x45_60","x90_105","x_2","x40_50","x45_60","x45_60","x120_135","x_45","x_45","x100_120","x_26_3","x137_5_162_5","x61_70","Prisma","x2","Placed","x32_5_37_5","x_45","x120_135","x170_190","x30_35","x_450","x98_99","x_27","x_94__90","x85_90","x375_425","x5","x550_650","x17_19","x5_10","x700_750","x3","x_85","x10_0_10_5","x40_50","x9_10","x40_42_5","x3_5","x1_5","x5_10","x_5_0"
"820","Jb_7","state0","x1___375_","x30_45","x_10","Other","x_105","x_120","x_2","x50_60","x45_60","x75_90","x135_150","x_45","x_45","x120_140","x_26_3","x162_5_187_5","x_70","Give","x4","Top_dressed","x_22_5","x45_60","x180_195","x170_190","x48_50","x325_375","x95_97","x19_21","x_97__98","x94_95","x325_375","x6","x950_1150","x21_23","x15_25","x650_700","x2","x_85","x9_5_10_0","x70_80","x9_10","x40_42_5","x3_5","x5_10","x15_20","x3_5_4_0"
"821","Jb_1_","state4","x3___500_","x0_15","x5","Clovergrass","x30_45","x30_45","x_2","x40_50","x0_15","x90_105","x120_135","x75_90","x75_90","x40_60","x21_4_26_4","x37_5_62_5","x51_60","Chariot","x4","Top_dressed","x_22_5","x60_75","x105_120","x190_210","x48_50","x375_424","x99_100","x_15","x_98__99","x98__99","x375_425","x4","x450_550","x15_17","x10_15","x750_850","x3","x95_98","x10_0_10_5","x40_50","x9_10","x42_5_45","x2_3","x0_1","x0_5","x4_0_4_5"
"822","JB_8","state1","x3___500_","x30_45","x5","Other","x60_75","x90_105","x_2","x40_50","x30_45","x75_90","x120_135","x_45","x_45","x100_120","x21_4_26_4","x187_5_212_5","x41_50","Segu","x3","worked_in_solil","x37_5_47_5","x_45","x120_135","x130_150","x30_35","x_450","x95_97","x17_19","x_99_1_00","x95_97","x_425","x5","x750_950","x13_15","x0_5","x650_700","x2","x95_98","x9_5_10_0","x55_60","x9_10","x40_42_5","x3_5","x0_1","x0_5","x_5_0"
"823","JB_9","state1","x3___500_","x30_45","x25","Beets","x0_15","x15_30","x_2","x50_60","x0_15","x120_135","x135_150","x105_120","x105_120","x40_60","x26_3_10_4","x187_5_212_5","x61_70","Canut","x3","worked_in_solil","x_22_5","x150_165","x180_195","x50_70","x30_35","x175_225","x85_90","x_15","x_99_1_00","x85_90","x175_225","x3","x_1150","x15_17","x15_25","x600_650","x1","x_85","x9_0_9_5","x_80","x9_10","x35_40","x3_5","x1_5","x10_15","x4_0_4_5"
"824","JB_9","state4","x1___375_","x30_45","x0","Cereals","x0_15","x45_60","x_2","x40_50","x30_45","x90_105","x135_150","x75_90","x75_90","x60_80","x_26_3","x187_5_212_5","x61_70","Texane","x3","Top_dressed","x_22_5","x105_120","x150_165","x230_250","x40_42","x_450","x97_98","x25_27","x_95__97","x94_95","x375_425","x5","x750_950","x19_21","x5_10","x700_750","x1","x_85","x_12_0","x60_65","x9_10","x42_5_45","x3_5","x1_5","x20_25","x4_0_4_5"
"825","JB_9","state3","x2__375_500_","x45_60","x0","Clovergrass","x0_15","x60_75","x_2","x40_50","x45_60","x45_60","x135_150","x75_90","x45_60","x60_80","x21_4_26_4","x162_5_187_5","x51_60","Senor","x5","worked_in_solil","x37_5_47_5","x_45","x90_105","x130_150","x35_40","x325_375","x85_90","x_15","x_99_1_00","x85_90","x275_325","x5","x550_650","x17_19","x0_5","x700_750","x2","x_85","x9_5_10_0","x40_50","x9_10","x35_40","x3_5","x1_5","x10_15","x4_5_5_0"
"826","Jb_1_","state2","x1___375_","x15_30","x15","Beets","x0_15","x15_30","x_2","x30_40","x0_15","x90_105","x120_135","x90_105","x90_105","x40_60","x_26_4","x62_5_87_5","x41_50","Senor","x3","Top_dressed","x11_5_27_5","x120_135","x135_150","x230_250","x35_40","x_450","x93_95","x_15","x_99_1_00","x94_95","x375_425","x5","x550_650","x15_17","x25_35","x750_850","x2","x95_98","x11_0_11_5","x40_50","x9_10","x45_47_5","x3_5","x0_1","x0_5","x3_5_4_0"
"827","JB_5","state1","x1___375_","x60_75","x_5","Cereals","x0_15","x75_90","x_2","x40_50","x60_75","x60_75","x120_135","x45_60","x45_60","x80_100","x21_4_26_4","x137_5_162_5","x51_60","Alexis","x3","Top_dressed","x_22_5","x_45","x105_120","x110_130","x40_42","x275_325","x97_98","x_15","x_95__97","x94_95","x275_325","x6","x550_650","x15_17","x15_25","x750_850","x3","x95_98","x11_0_11_5","x40_50","x9_10","x40_42_5","x2_3","x0_1","x0_5","x3_5_4_0"
"828","JB_8","state3","x2__375_500_","x30_45","x_15","Beets","x60_75","x_120","x_2","x40_50","x45_60","x60_75","x135_150","x_45","x_45","x120_140","x21_4_26_4","x187_5_212_5","x51_60","Mentor","x4","Top_dressed","x32_5_37_5","x_45","x150_165","x150_170","x48_50","x325_375","x93_95","x_15","x_99_1_00","x94_95","x325_375","x4","x750_950","x15_17","x5_10","x700_750","x3","x85_90","x11_5_12_0","x60_65","x9_10","x40_42_5","x3_5","x0_1","x0_5","x4_0_4_5"
